fabricante,ano,categoria,couro,combustivel,km,cilindros,tipo_cambio,rodas,cor,airbags,numero_proprietarios,adesivos_personalizados,historico_troca_oleo,codigo_concessionaria,classificacao_veiculo,faixa_preco
SUZUKI,2001,SUV,Nao,gasolina,222478.0,4,Automatico,30,Verde,2,4,Não,6,8303,Usado,0.0
HYUNDAI,2011,Sedan,Sim,Gasolina,165845.0,4,Automatico,31,Prata,4,2,Não,5,6974,Usado,0.0
TOYOTA,2017,Sedan,Sim,Gasolina,174827.0,6,Automatico,7,Prata,12,5,Não,1,3837,Usado,0.0
KIA,2010,SUV,Sim,Diesel,58769.0,4,Automatico,22,Preto,4,5,Não,2,6646,Usado,0.0
HYUNDAI,2014,Hatchback,Sim,GASOLINA,179219.0,4,Automatico,31,Red,12,1,Sim,4,3514,Usado,0.0
NISSAN,2012,Sedan,Sim,gasolina,136712.0,4,Automatico,19,Branco,0,1,Não,9,6095,Usado,0.0
TOYOTA,2012,Hatchback,Sim,Hibrido,149000.0,4,Automatico,31,Azul ceu,6,2,Sim,10,5300,Usado,0.0
TOYOTA,2012,Sedan,Nao,Hibrido,78560.0,4,Automatico,7,Branco,12,3,Sim,8,7963,Usado,1.0
TOYOTA,2014,Hatchback,Nao,Hibrido,182000.0,4,Automatico,23,Branco,6,1,Sim,3,2099,Usado,0.0
TOYOTA,2014,Sedan,Nao,Hibrido,80000.0,4,Automatico,17,Preto,8,2,Sim,10,7532,Usado,0.0
SUZUKI,2009,Sedan,Nao,gasolina,123000.0,4,Automatico,5,Preto,10,2,Sim,8,6890,Usado,0.0
SSANGYONG,2014,SUV,Sim,DIESEL,108105.0,4,Automatico,30,Preto,4,4,Sim,3,3521,Usado,1.0
CHEVROLET,2016,SUV,Nao,Gasol.,57600.0,4,Tiptronic,16,Red,12,1,Não,9,5632,Usado,1.0
HYUNDAI,2014,Minivan,Sim,Dies.,174485.0,4,Automatico,1,Prata,4,5,Sim,6,9830,Usado,1.0
LEXUS,2013,SUV,Sim,Gasolina,243467.0,8,Automatico,8,Branco,0,1,Não,4,3319,Usado,0.0
BMW,1996,Sedan,Sim,Gasolina,0.0,8,Tiptronic,10,Azul,8,3,Não,9,6741,Usado,0.0
HONDA,2011,Hatchback,Nao,GASOLINA,152000.0,4,Variator,12,Preto,6,1,Não,5,7623,Usado,0.0
MERCEDES-BENZ,1997,Sedan,Nao,Gás Natural,165000.0,4,Automatico,17,Azul,6,3,Não,0,2038,Usado,0.0
MERCEDES-BENZ,1995,Sedan,Nao,GASOLINA,100000.0,4,Manual,26,Verde,0,4,Não,8,1610,Usado,0.0
TOYOTA,2015,Sedan,Nao,Gasolina,156800.0,4,Automatico,26,Preto,8,5,Sim,5,1610,Usado,1.0
AUDI,2013,SUV,Sim,Gasol.,227902.0,6,Automatico,11,Azul,0,5,Sim,10,5623,Usado,1.0
TOYOTA,2011,Sedan,Sim,Hibrido,109000.0,4,Automatico,6,Preto,6,2,Sim,9,8587,Usado,1.0
TOYOTA,2013,SUV,Sim,Gasolina,265558.0,4,Automatico,10,Branco,12,4,Sim,4,7996,Usado,0.0
MERCEDES-BENZ,1994,Sedan,Nao,Gasol.,248000.0,6,Manual,24,Cinza,2,1,Não,5,5536,Usado,0.0
TOYOTA,2010,Hatchback,Sim,Hibrido,192000.0,4,Tiptronic,32,Azul,12,1,Não,0,9256,Usado,0.0
TOYOTA,2017,Hatchback,Sim,Gasolina,18942.0,4,Automatico,27,Red,8,4,Não,3,3403,Usado,1.0
TOYOTA,2012,Hatchback,Nao,Gasol.,83000.0,3,Automatico,8,Branco,2,3,Sim,8,1435,Usado,0.0
BMW,2012,SUV,Sim,DIESEL,103458.0,6,Automatico,30,Branco,0,4,Não,0,2957,Usado,0.0
LEXUS,2013,Sedan,Sim,Hibrido,210698.0,4,Automatico,19,Preto,12,3,Não,8,6408,Usado,0.0
HYUNDAI,2012,Sedan,Sim,gasolina,94055.0,4,Automatico,26,Prata,4,3,Não,0,8659,Usado,0.0
HYUNDAI,2016,Universal,Sim,Diesel,110846.0,4,Automatico,11,Cinza,4,4,Não,2,9533,Usado,1.0
FORD,2014,Sedan,Nao,Gasolina,93669.0,4,Automatico,30,Cinza,8,4,Sim,4,6971,Usado,0.0
TOYOTA,2017,Sedan,Sim,Gasolina,90336.0,4,Automatico,9,Preto,12,2,Não,2,5680,Usado,0.0
HYUNDAI,2016,Sedan,Sim,GASOLINA,55446.0,4,Automatico,8,Cinza,4,2,Sim,4,4456,Usado,1.0
TOYOTA,2017,SUV,Sim,Gasolina,58778.0,4,Automatico,12,Azul,12,1,Sim,0,6950,Usado,0.0
MERCEDES-BENZ,2009,Minivan,Sim,diesel,18300.0,6,Automatico,22,Preto,12,2,Não,1,5012,Usado,1.0
VOLKSWAGEN,2013,Cupê,Sim,Gasol.,78000.0,5,Tiptronic,6,Preto,8,2,Sim,0,9019,Usado,0.0
NISSAN,2012,Sedan,Sim,Gasolina,498435.0,4,Automatico,14,Cinza,12,3,Sim,5,7472,Usado,0.0
TOYOTA,2015,Hatchback,Nao,Hibrido,109000.0,4,Automatico,3,Cinza,8,4,Não,5,7242,Usado,0.0
BMW,2008,Hatchback,Nao,Gasolina,11111.0,2,Automatico,16,Red,6,2,Não,4,3584,Usado,0.0
RENAULT,2008,Universal,Nao,DIESEL,230000.0,4,Manual,21,Cinza,4,2,Não,9,4596,Usado,0.0
SUBARU,2006,Sedan,Nao,GASOLINA,190000.0,4,Automatico,16,Branco,0,2,Não,6,5548,Usado,0.0
TOYOTA,2012,Sedan,Sim,GASOLINA,75000.0,4,Tiptronic,2,Preto,10,5,Sim,7,4237,Usado,0.0
CHEVROLET,2019,Sedan,Sim,GASOLINA,9101.0,4,Automatico,26,Cinza,4,4,Sim,6,2297,Semi-novo,2.0
NISSAN,2008,Sedan,Nao,Gasol.,148000.0,4,Automatico,20,Branco,6,2,Não,10,2178,Usado,0.0
HYUNDAI,2018,Sedan,Sim,GASOLINA,46853.0,4,Automatico,29,Preto,12,4,Não,1,3842,Semi-novo,0.0
FORD,2011,SUV,Sim,Hibrido,220000.0,4,Variator,18,Branco,12,2,Sim,4,6655,Usado,0.0
MITSUBISHI,2000,SUV,Nao,Gasolina,232100.0,4,Automatico,6,Branco,2,5,Não,6,6104,Usado,0.0
CHEVROLET,2017,Sedan,Sim,Gasolina,46261.0,4,Automatico,31,Cinza,12,2,Não,10,7182,Usado,0.0
AUDI,2012,SUV,Sim,Gasolina,241344.0,6,Automatico,29,Preto,0,1,Sim,7,9756,Usado,0.0
TOYOTA,2015,Hatchback,Sim,Hibrido,81200.0,4,Automatico,9,Prata,4,3,Sim,8,3217,Usado,1.0
KIA,2015,Sedan,Sim,GASOLINA,35336.0,4,Automatico,22,Branco,4,3,Sim,9,4641,Usado,0.0
CHEVROLET,2015,SUV,Sim,DIESEL,61297.0,4,Automatico,26,Prata,4,4,Sim,10,2503,Usado,1.0
HONDA,2010,Hatchback,Nao,GASOLINA,180800.0,4,Tiptronic,5,Cinza,8,2,Não,4,3066,Usado,0.0
TOYOTA,2012,Sedan,Sim,GASOLINA,125000.0,4,Variator,14,Preto,12,5,Sim,4,9285,Usado,0.0
HYUNDAI,2011,SUV,Sim,DIESEL,161345.0,4,Automatico,1,Prata,4,5,Sim,2,3805,Usado,1.0
TOYOTA,2016,Sedan,Sim,GASOLINA,70066.0,4,Automatico,25,Branco,12,2,Sim,4,4846,Usado,0.0
HYUNDAI,2012,Hatchback,Nao,gasolina,214400.0,4,Tiptronic,26,Cinza,10,1,Sim,10,1805,Usado,0.0
JAGUAR,2016,Sedan,Sim,Gasolina,63000.0,6,Tiptronic,19,Preto,6,1,Sim,2,3526,Usado,2.0
MERCEDES-BENZ,2019,Sedan,Sim,Gasolina,0.0,12,Automatico,14,Preto,12,5,Sim,6,6118,Semi-novo,3.0
HYUNDAI,2015,SUV,Sim,DIESEL,70745.0,4,Automatico,4,Branco,4,4,Não,8,5625,Usado,1.0
LEXUS,2010,Sedan,Sim,GASOLINA,128992.0,6,Automatico,28,Prata,12,2,Sim,4,5373,Usado,0.0
FORD,2013,Sedan,Sim,Hibrido,145000.0,4,Tiptronic,29,Cinza,8,1,Não,8,5263,Usado,0.0
SSANGYONG,2011,SUV,Sim,DIESEL,130484.0,4,Automatico,30,Prata,4,4,Não,5,3978,Usado,1.0
HYUNDAI,2010,SUV,Sim,Diesel,77251.0,4,Automatico,19,Prata,4,5,Não,7,1288,Usado,0.0
FORD,2007,Vagao de carga,Nao,diesel,211000.0,4,Manual,29,Branco,4,4,Sim,6,3669,Usado,0.0
MITSUBISHI,2001,Minivan,Nao,gasolina,158000.0,6,Automatico,25,Branco,4,3,Sim,10,2542,Usado,0.0
FORD,2014,Hatchback,Nao,Gasolina,135313.0,4,Automatico,14,Branco,6,3,Não,6,9241,Usado,0.0
TOYOTA,2015,Sedan,Sim,Gasolina,33000.0,4,Automatico,29,Cinza,12,5,Sim,9,2990,Usado,1.0
MAZDA,2011,Sedan,Sim,Gasol.,271904.0,6,Automatico,23,Prata,12,1,Não,7,4215,Usado,0.0
TOYOTA,2014,Sedan,Sim,Hibrido,130478.0,4,Automatico,3,Branco,12,1,Sim,9,1693,Usado,0.0
OPEL,2010,Hatchback,Nao,DIESEL,167000.0,4,Tiptronic,27,Azul,4,3,Não,6,8179,Usado,0.0
SSANGYONG,2011,SUV,Sim,Diesel,124228.0,4,Automatico,26,Preto,4,1,Sim,9,2749,Usado,0.0
BMW,2010,Sedan,Sim,Gasolina,170000.0,8,Automatico,5,Preto,12,1,Não,5,4954,Usado,1.0
CHEVROLET,2017,Hatchback,Sim,Hibrido,52062.0,4,Automatico,23,Azul,0,4,Sim,6,8583,Usado,1.0
VOLKSWAGEN,2013,Hatchback,Nao,gasolina,52000.0,3,Tiptronic,30,Azul,4,5,Não,3,6655,Usado,0.0
TOYOTA,2010,SUV,Sim,Hibrido,256966.0,4,Automatico,9,Azul,12,3,Não,7,9487,Usado,0.0
FORD,2011,Sedan,Sim,Gasolina,112000.0,4,Automatico,12,Prata,4,3,Não,8,7481,Usado,0.0
OPEL,2008,Hatchback,Nao,Dies.,219000.0,4,Manual,29,Cinza,4,2,Sim,3,8661,Usado,0.0
TOYOTA,2008,Sedan,Nao,Hibrido,152700.0,4,Automatico,10,Branco,8,4,Não,0,4975,Usado,0.0
PORSCHE,2003,SUV,Sim,GASOLINA,149000.0,8,Tiptronic,4,Preto,12,4,Não,5,2050,Usado,0.0
TOYOTA,2014,Sedan,Sim,Hibrido,102397.0,4,Automatico,28,Preto,12,1,Sim,1,4808,Usado,0.0
TOYOTA,2012,Hatchback,Sim,Gasolina,99949.0,4,Automatico,6,Azul,4,2,Não,1,7099,Usado,0.0
HYUNDAI,2011,Sedan,Sim,Gasol.,79570.0,4,Automatico,21,Prata,4,5,Sim,9,8856,Usado,1.0
TOYOTA,2012,Hatchback,Sim,Hibrido,47000.0,4,Automatico,27,Azul ceu,6,1,Não,9,5446,Usado,0.0
BMW,2016,Sedan,Sim,Gasolina,41000.0,4,Automatico,23,Cinza,12,3,Sim,8,3290,Usado,1.0
KIA,2016,SUV,Sim,gasolina,33371.0,4,Automatico,22,Cinza,10,3,Não,7,4575,Usado,1.0
VOLKSWAGEN,2014,Sedan,Sim,Gasolina,70000.0,4,Automatico,29,Prata,12,1,Não,1,5673,Usado,0.0
HYUNDAI,2017,SUV,Sim,Diesel,107845.0,4,Automatico,22,Prata,4,5,Sim,4,5742,Usado,2.0
SSANGYONG,2017,SUV,Sim,Dies.,77721.0,4,Automatico,2,Branco,4,1,Não,1,3155,Usado,1.0
MERCEDES-BENZ,2004,SUV,Sim,GASOLINA,186000.0,6,Tiptronic,3,Preto,12,1,Não,3,1342,Usado,0.0
TOYOTA,2013,Hatchback,Nao,Hibrido,160000.0,4,Automatico,25,Branco,12,2,Não,1,3816,Usado,1.0
CHEVROLET,2013,Sedan,Nao,Gasol.,120000.0,4,Automatico,19,Prata,12,4,Sim,9,6484,Usado,0.0
VOLKSWAGEN,2014,Sedan,Sim,gasolina,134400.0,4,Tiptronic,26,Preto,6,5,Não,10,7208,Usado,0.0
BMW,2008,Sedan,Sim,gasolina,113473.0,10,Tiptronic,11,Branco,10,4,Sim,3,6380,Usado,1.0
HONDA,2010,Hatchback,Nao,Hibrido,88000.0,4,Automatico,31,Branco,0,2,Não,2,6959,Usado,0.0
MERCEDES-BENZ,2008,SUV,Sim,Diesel,366869.0,6,Automatico,19,Preto,12,2,Não,4,5173,Usado,0.0
JEEP,2014,SUV,Sim,Dies.,146098.0,6,Automatico,21,Prata,0,2,Não,0,3407,Usado,0.0
LEXUS,2014,Sedan,Sim,Hibrido,176213.0,4,Automatico,11,Preto,12,5,Sim,9,2800,Usado,0.0
FORD,2011,Sedan,Sim,Gasolina,109729.0,4,Automatico,26,Prata,4,4,Sim,10,9494,Usado,0.0
OPEL,1999,Hatchback,Nao,gasolina,253000.0,4,Manual,24,Prata,4,5,Sim,2,6126,Usado,0.0
HYUNDAI,2012,Sedan,Sim,Gasol.,195200.0,4,Automatico,31,Preto,12,2,Não,7,3757,Usado,0.0
HYUNDAI,2015,SUV,Sim,GASOLINA,106442.0,4,Automatico,20,Branco,0,2,Sim,4,6552,Usado,0.0
HYUNDAI,2011,Sedan,Sim,Hibrido,0.0,4,Automatico,26,Prata,0,2,Sim,9,7943,Usado,0.0
TOYOTA,2005,SUV,Nao,Gasolina,18000.0,6,Tiptronic,8,Prata,10,4,Não,10,3838,Usado,0.0
MERCEDES-BENZ,2014,Sedan,Sim,gasolina,146395.0,6,Automatico,31,Cinza,12,3,Sim,1,7687,Usado,0.0
BMW,2013,SUV,Sim,Gasolina,74000.0,6,Tiptronic,31,Azul,12,2,Sim,10,7699,Usado,1.0
TOYOTA,2017,Hatchback,Nao,Gasol.,27000.0,4,Tiptronic,24,Branco,12,5,Não,0,9148,Usado,1.0
VOLKSWAGEN,2008,Sedan,Sim,Gasol.,13522.0,4,Manual,8,Prata,10,5,Não,6,6424,Usado,0.0
TOYOTA,2013,Hatchback,Nao,Hibrido,98000.0,4,Automatico,5,Branco,8,2,Sim,4,1021,Usado,0.0
FORD,2013,Hatchback,Nao,Hibrido,100000.0,4,Variator,20,Branco,12,2,Não,9,7157,Usado,0.0
TOYOTA,2016,SUV,Nao,Gasolina,56000.0,4,Tiptronic,2,Preto,8,3,Sim,1,8631,Usado,1.0
KIA,2016,Hatchback,Nao,Gasol.,140000.0,4,Manual,20,Prata,2,3,Não,3,6155,Usado,0.0
SUBARU,2013,Hatchback,Sim,gasolina,134000.0,4,Variator,11,Azul,16,1,Não,9,8699,Usado,0.0
LEXUS,2015,SUV,Sim,GASOLINA,109336.0,4,Automatico,6,Cinza,12,1,Sim,8,9863,Usado,0.0
NISSAN,2004,SUV,Sim,Gás Natural,190000.0,4,Automatico,21,Preto,4,3,Não,8,9244,Usado,0.0
HONDA,2016,Sedan,Sim,Gasol.,22601.0,4,Automatico,32,Cinza,4,5,Não,7,1668,Usado,1.0
TOYOTA,2011,Sedan,Sim,Hibrido,250000.0,4,Automatico,27,Branco,10,1,Não,0,1061,Usado,0.0
TOYOTA,2011,Hatchback,Nao,Hibrido,103000.0,4,Automatico,1,Dourado,0,4,Não,0,5926,Usado,0.0
CHEVROLET,2016,Sedan,Sim,Gasolina,59066.0,4,Automatico,29,Preto,4,2,Não,0,9657,Usado,2.0
MERCEDES-BENZ,1996,SUV,Sim,GASOLINA,180000.0,8,Automatico,8,Preto,8,4,Sim,0,8934,Usado,1.0
BMW,2013,Sedan,Sim,Dies.,85000.0,4,Tiptronic,4,Cinza,8,4,Sim,6,7686,Usado,1.0
OPEL,2004,Hatchback,Nao,Diesel,108000.0,4,Tiptronic,15,Prata,6,5,Sim,1,4155,Usado,0.0
SSANGYONG,2016,SUV,Sim,Gasol.,51787.0,4,Automatico,8,Branco,4,2,Não,9,1758,Usado,1.0
HYUNDAI,2011,Sedan,Sim,gasolina,113660.0,4,Automatico,6,Cinza,4,1,Sim,5,8064,Usado,0.0
AUDI,2017,SUV,Sim,GASOLINA,44642.0,6,Automatico,22,Preto,0,3,Sim,2,4999,Usado,0.0
TOYOTA,2013,Hatchback,Nao,Hibrido,67224.0,4,Automatico,23,Azul ceu,8,4,Sim,4,8971,Usado,0.0
MITSUBISHI,2011,SUV,Nao,GASOLINA,95000.0,4,Tiptronic,27,Prata,8,4,Sim,8,3562,Usado,0.0
PORSCHE,2016,Cupê,Sim,Gasol.,8690.0,6,Automatico,19,Preto,12,3,Sim,10,6649,Usado,3.0
HONDA,2016,Hatchback,Nao,Gasolina,50400.0,4,Variator,16,Amarelo,12,4,Não,3,2187,Usado,1.0
NISSAN,2004,SUV,Nao,Gasolina,200000.0,4,Automatico,21,Preto,5,3,Não,1,3933,Usado,0.0
FORD,2015,Sedan,Sim,GASOLINA,71454.0,4,Automatico,13,Preto,0,2,Não,5,2966,Usado,0.0
HYUNDAI,2014,Sedan,Sim,Gasolina,14554.0,4,Tiptronic,12,Vermelho,10,2,Sim,6,1836,Usado,0.0
CHEVROLET,2014,Sedan,Nao,GASOLINA,70222.0,4,Tiptronic,5,Prata,10,2,Sim,0,4440,Usado,0.0
MITSUBISHI,1998,SUV,Nao,Gasol.,250000.0,4,Automatico,4,Prata,2,3,Sim,2,4428,Usado,0.0
HONDA,2010,Hatchback,Sim,Hibrido,308331.0,4,Automatico,21,Prata,12,1,Sim,0,9836,Usado,0.0
TOYOTA,2012,Hatchback,Nao,Hibrido,0.0,4,Automatico,30,Branco,12,2,Não,8,2678,Usado,0.0
LEXUS,2010,SUV,Sim,Hibrido,167222.0,6,Automatico,30,Preto,12,5,Sim,4,5140,Usado,0.0
HYUNDAI,2015,Sedan,Sim,Gasolina,87196.0,4,Automatico,12,Cinza,4,4,Não,3,6694,Usado,1.0
TOYOTA,2010,Hatchback,Sim,Hibrido,319301.0,4,Automatico,27,Branco,12,3,Sim,9,2328,Usado,0.0
HYUNDAI,2011,Sedan,Sim,Gasolina,126100.0,4,Automatico,10,Prata,4,2,Sim,2,9653,Usado,1.0
FORD,2010,Sedan,Sim,GASOLINA,114963.0,4,Automatico,20,Preto,12,2,Não,3,2335,Usado,0.0
HONDA,2003,Sedan,Nao,GASOLINA,240000.0,2,Tiptronic,29,Azul,4,2,Sim,0,2081,Usado,0.0
TOYOTA,2017,Sedan,Sim,Gasolina,55000.0,6,Automatico,2,Preto,12,5,Não,6,3630,Usado,1.0
HYUNDAI,2014,Sedan,Sim,gasolina,71000.0,6,Automatico,8,Branco,0,1,Não,5,5772,Usado,0.0
TOYOTA,2008,SUV,Sim,Hibrido,318467.0,6,Automatico,20,Azul,12,1,Não,0,2566,Usado,0.0
TOYOTA,2010,Hatchback,Sim,Hibrido,109356.0,4,Automatico,30,Marrom,12,4,Sim,10,8419,Usado,0.0
TOYOTA,2013,Sedan,Nao,Hibrido,94200.0,4,Automatico,10,Azul,8,1,Sim,4,1354,Usado,1.0
HYUNDAI,2006,SUV,Sim,Diesel,88000.0,6,Tiptronic,22,Prata,8,5,Sim,2,7544,Usado,1.0
TOYOTA,2014,Sedan,Nao,Gasolina,96000.0,4,Tiptronic,19,Preto,10,5,Não,10,6104,Usado,0.0
INFINITI,2004,SUV,Sim,gasolina,224000.0,6,Tiptronic,2,Preto,6,3,Não,0,1711,Usado,0.0
TOYOTA,2010,Sedan,Nao,Hibrido,162000.0,4,Automatico,22,Cinza,8,5,Sim,9,9752,Usado,0.0
HYUNDAI,2012,Sedan,Sim,Diesel,82260.0,4,Automatico,21,Preto,4,1,Sim,2,9497,Usado,1.0
MERCEDES-BENZ,2005,Sedan,Sim,GASOLINA,333000.0,8,Tiptronic,27,Preto,8,1,Sim,3,6106,Usado,1.0
NISSAN,2000,Vagao de carga,Sim,DIESEL,220000.0,4,Manual,8,Azul,6,2,Não,4,1513,Usado,0.0
BMW,2001,Sedan,Nao,Gasolina,230000.0,6,Manual,5,Preto,8,3,Sim,5,3906,Usado,0.0
TOYOTA,2017,Picape,Nao,Gasolina,80000.0,4,Manual,4,Branco,12,4,Não,10,8187,Usado,1.0
TOYOTA,2006,SUV,Nao,GASOLINA,193840.0,4,Automatico,1,Prata,12,3,Não,5,1262,Usado,0.0
CHEVROLET,2009,Sedan,Sim,Gasol.,171138.0,4,Automatico,31,Azul,4,1,Sim,10,8009,Usado,0.0
HYUNDAI,2014,Sedan,Sim,Hibrido,102400.0,4,Automatico,24,Prata,12,4,Sim,7,4988,Usado,0.0
FORD,2011,Hatchback,Nao,Gasol.,139200.0,4,Manual,20,Branco,8,2,Não,5,7581,Usado,0.0
TOYOTA,2017,SUV,Sim,GASOLINA,37000.0,4,Automatico,7,Branco,12,2,Não,5,4870,Usado,1.0
TOYOTA,2011,Sedan,Sim,Hibrido,230400.0,4,Automatico,29,Branco,10,5,Não,0,2255,Usado,0.0
HYUNDAI,2014,SUV,Sim,Dies.,83500.0,4,Automatico,30,Prata,4,4,Não,4,7966,Usado,1.0
NISSAN,2012,SUV,Sim,gasolina,0.0,4,Automatico,22,Preto,12,2,Não,3,8114,Usado,1.0
BMW,2013,SUV,Sim,Gasol.,118656.0,8,Automatico,7,Preto,12,1,Sim,4,1420,Usado,0.0
LEXUS,2013,Sedan,Sim,Hibrido,152400.0,4,Automatico,26,Prata,12,5,Sim,4,4039,Usado,0.0
TOYOTA,2012,Sedan,Nao,GASOLINA,276800.0,6,Tiptronic,25,Preto,10,2,Não,0,9006,Usado,1.0
MAZDA,2015,Sedan,Sim,GASOLINA,113102.0,4,Automatico,3,Red,12,2,Não,4,6915,Usado,0.0
TOYOTA,2012,Hatchback,Nao,GASOLINA,160000.0,4,Variator,14,Branco,8,3,Não,7,5350,Usado,0.0
MERCEDES-BENZ,2009,SUV,Sim,diesel,245000.0,6,Automatico,2,Bege,0,2,Sim,7,2050,Usado,1.0
TOYOTA,2013,Hatchback,Sim,Hibrido,69500.0,4,Automatico,4,Prata,4,1,Sim,5,4426,Usado,1.0
BMW,2011,Sedan,Sim,Gasol.,200000.0,6,Tiptronic,15,Branco,6,4,Não,10,8217,Usado,1.0
BMW,2014,Cupê,Sim,GASOLINA,107003.0,4,Automatico,23,Branco,12,2,Não,5,6954,Usado,0.0
BUICK,2015,Sedan,Sim,Gasol.,105403.0,4,Automatico,3,Branco,12,5,Não,1,2839,Usado,0.0
HYUNDAI,2016,SUV,Sim,diesel,122497.0,4,Automatico,24,Azul,4,4,Sim,2,7694,Usado,2.0
MERCEDES-BENZ,2010,Sedan,Sim,Gasolina,205968.0,6,Automatico,19,Branco,12,2,Não,0,5857,Usado,0.0
BMW,2004,SUV,Sim,Gasolina,205000.0,6,Tiptronic,5,Cinza,6,2,Sim,0,3303,Usado,0.0
TOYOTA,2011,Hatchback,Sim,Hibrido,420053.0,4,Automatico,18,Azul,12,2,Sim,2,3954,Usado,0.0
MAZDA,2017,Sedan,Sim,Gasolina,71500.0,4,Tiptronic,24,Preto,12,4,Não,6,8990,Usado,1.0
VOLKSWAGEN,2003,Sedan,Nao,Gasolina,179000.0,4,Manual,29,Prata,8,3,Não,0,2261,Usado,0.0
HYUNDAI,2011,Sedan,Nao,Hibrido,153321.0,4,Tiptronic,17,Prata,8,4,Não,7,8687,Usado,0.0
CHRYSLER,2002,Hatchback,Nao,Gasolina,99000.0,4,Tiptronic,32,Verde,4,1,Não,8,7437,Usado,0.0
SUZUKI,2010,Universal,Nao,Gasolina,101000.0,4,Manual,7,Branco,2,1,Sim,3,5747,Usado,0.0
HYUNDAI,2010,Sedan,Sim,Gasol.,170341.0,4,Automatico,26,Branco,4,2,Não,8,9264,Usado,0.0
MERCEDES-BENZ,2013,Microonibus,Sim,Dies.,328000.0,6,Tiptronic,21,Branco,6,5,Sim,7,1484,Usado,1.0
TOYOTA,2014,SUV,Sim,Gasol.,101928.0,8,Automatico,3,Preto,12,2,Sim,3,6506,Usado,0.0
OPEL,1999,Minivan,Nao,Gás Natural,0.0,4,Manual,16,Branco,2,5,Sim,1,4525,Usado,0.0
TOYOTA,2008,Sedan,Sim,Hibrido,78490.0,4,Tiptronic,9,Preto,12,4,Sim,2,1499,Usado,0.0
HONDA,1999,Minivan,Nao,Gasolina,68000.0,4,Automatico,14,Prata,4,4,Sim,4,2063,Usado,0.0
AUDI,2001,Sedan,Sim,Gás Natural,25000.0,6,Tiptronic,10,Prata,8,4,Não,4,4476,Usado,0.0
JEEP,2004,SUV,Sim,gasolina,140800.0,8,Automatico,11,Azul,6,4,Sim,9,4924,Usado,0.0
TOYOTA,2011,SUV,Sim,Gasolina,112000.0,6,Tiptronic,2,Cinza,10,2,Não,3,1038,Usado,1.0
TOYOTA,2012,Hatchback,Nao,Hibrido,144000.0,4,Variator,11,Branco,0,5,Não,9,3875,Usado,0.0
TOYOTA,2013,SUV,Sim,Gasolina,265558.0,4,Automatico,8,Branco,12,1,Sim,2,5169,Usado,0.0
TOYOTA,2019,Sedan,Sim,Hibrido,39552.0,4,Automatico,24,Preto,12,2,Sim,4,5322,Semi-novo,0.0
FORD,2002,Microonibus,Nao,DIESEL,205000.0,4,Manual,21,Branco,2,4,Não,8,8784,Usado,0.0
MITSUBISHI,2003,Hatchback,Nao,GASOLINA,1000.0,4,Automatico,18,Prata,4,3,Sim,0,3187,Usado,0.0
HYUNDAI,2015,Sedan,Sim,Gasolina,33355.0,4,Automatico,15,Prata,4,2,Sim,8,3835,Usado,1.0
BMW,2004,SUV,Sim,diesel,230000.0,6,Tiptronic,29,Cinza,6,1,Sim,9,9947,Usado,1.0
MERCEDES-BENZ,2009,Sedan,Sim,Dies.,138384.0,6,Automatico,17,Preto,12,5,Sim,10,4090,Usado,0.0
FORD,2014,Sedan,Sim,Gasolina,141752.0,4,Automatico,8,Branco,0,1,Sim,5,5678,Usado,0.0
TOYOTA,2013,Hatchback,Sim,Hibrido,100000.0,4,Automatico,9,Azul,11,4,Sim,9,4792,Usado,1.0
HYUNDAI,2016,SUV,Sim,DIESEL,17320.0,4,Automatico,6,Branco,4,2,Não,0,9919,Usado,2.0
HYUNDAI,2012,Sedan,Sim,Hibrido,208627.0,4,Automatico,2,Preto,0,2,Não,6,2765,Usado,0.0
HONDA,2010,Hatchback,Sim,Hibrido,189571.0,4,Automatico,27,Prata,0,4,Sim,9,1328,Usado,0.0
MERCEDES-BENZ,2008,Sedan,Sim,diesel,175614.0,6,Automatico,2,Preto,12,1,Não,10,1319,Usado,0.0
SSANGYONG,2015,SUV,Sim,Diesel,106055.0,4,Automatico,14,Preto,4,1,Sim,7,8045,Usado,1.0
SUZUKI,2010,Sedan,Sim,GASOLINA,145000.0,4,Variator,8,Prata,8,2,Sim,9,5617,Usado,0.0
BMW,2013,Sedan,Sim,Gasol.,155000.0,6,Tiptronic,29,Prata,14,4,Sim,1,5933,Usado,1.0
MERCEDES-BENZ,2011,SUV,Sim,diesel,186542.0,6,Automatico,3,Branco,12,5,Sim,3,4910,Usado,0.0
HYUNDAI,2017,SUV,Sim,Diesel,73324.0,4,Automatico,5,Prata,4,2,Não,5,7585,Usado,2.0
SSANGYONG,2017,SUV,Sim,Diesel,65689.0,4,Automatico,19,Preto,4,5,Não,9,8857,Usado,2.0
MITSUBISHI,2000,SUV,Nao,Gasolina,115000.0,4,Automatico,10,Branco,2,1,Sim,8,7198,Usado,0.0
HYUNDAI,2014,Sedan,Nao,Hibrido,132000.0,4,Tiptronic,20,Preto,10,5,Sim,0,8092,Usado,0.0
HONDA,2019,Hatchback,Sim,Hibrido,2336.0,4,Automatico,3,Preto,4,4,Sim,8,2415,Semi-novo,1.0
HYUNDAI,2015,SUV,Sim,diesel,170000.0,4,Automatico,17,Cinza,4,1,Não,7,6547,Usado,1.0
